x-axis,1,2
second,Volt,Volt
-50.00000E-06,+241.20602757E-03,+50.25132000E-03
-49.95000E-06,+241.20602757E-03,+50.25132000E-03
-49.90000E-06,+241.20602757E-03,+50.25132000E-03
-49.85000E-06,+241.20602757E-03,+50.25132000E-03
-49.80000E-06,+241.20602757E-03,+50.25132000E-03
-49.75000E-06,+160.80401838E-03,+50.25132000E-03
-49.70000E-06,+160.80401838E-03,+50.25132000E-03
-49.65000E-06,+160.80401838E-03,+50.25132000E-03
-49.60000E-06,+160.80401838E-03,+50.25132000E-03
-49.55000E-06,+80.40200919E-03,+55.27644558E-03
-49.50000E-06,+80.40200919E-03,+50.25132000E-03
-49.45000E-06,+80.40200919E-03,+50.25132000E-03
-49.40000E-06,+155.77889280E-03,+50.25132000E-03
-49.35000E-06,+80.40200919E-03,+130.65332919E-03
-49.30000E-06,+80.40200919E-03,+50.25132000E-03
-49.25000E-06,+75.37688361E-03,+55.27644558E-03
-49.20000E-06,+80.40200919E-03,+130.65332919E-03
-49.15000E-06,+0.0E+00,+50.25132000E-03
-49.10000E-06,+155.77889280E-03,+613.06538433E-03
-49.05000E-06,-80.40200919E-03,+3.03015078558E+00
-49.00000E-06,+0.0E+00,+4.79899498774E+00
-48.95000E-06,+0.0E+00,+6.16080401838E+00
-48.90000E-06,-80.40200919E-03,+7.28643214703E+00
-48.85000E-06,-80.40200919E-03,+8.25125625730E+00
-48.80000E-06,-80.40200919E-03,+8.97487434000E+00
-48.75000E-06,-80.40200919E-03,+9.53768840432E+00
-48.70000E-06,-160.80401838E-03,+10.02010045946E+00
-48.65000E-06,-160.80401838E-03,+10.34170849621E+00
-48.60000E-06,-160.80401838E-03,+10.74371854216E+00
-48.55000E-06,-160.80401838E-03,+10.98492456973E+00
-48.50000E-06,-241.20602757E-03,+11.14572858810E+00
-48.45000E-06,-160.80401838E-03,+11.30653260648E+00
-48.40000E-06,-241.20602757E-03,+11.46733662486E+00
-48.35000E-06,-241.20602757E-03,+11.54773863405E+00
-48.30000E-06,-241.20602757E-03,+11.62814064324E+00
-48.25000E-06,-241.20602757E-03,+11.70854265243E+00
-48.20000E-06,-321.60803676E-03,+11.70854265243E+00
-48.15000E-06,-316.58291118E-03,+11.78894466162E+00
-48.10000E-06,-321.60803676E-03,+11.78894466162E+00
-48.05000E-06,-321.60803676E-03,+11.86934667081E+00
-48.00000E-06,-321.60803676E-03,+11.86934667081E+00
-47.95000E-06,-321.60803676E-03,+11.86934667081E+00
-47.90000E-06,-402.01004595E-03,+11.86934667081E+00
